Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
101	14.07181	3.0881947	1.0358	1.0301	6.169306	24.87078
102	14.05348	3.0896309	1.0296	1.0239	6.170734	24.89536
103	14.03666	3.0910242	1.0297	1.0240	6.172020	24.91860
104	14.02378	3.0918899	1.0327	1.0270	6.173072	24.93462
105	14.01753	3.0923626	1.0358	1.0301	6.173564	24.94286
106	14.01628	3.0928784	1.0358	1.0301	6.173520	24.94826
107	14.01603	3.0929213	1.0327	1.0270	6.173531	24.94880
108	14.01366	3.0925346	1.0297	1.0240	6.173911	24.94690
109	14.00997	3.0917673	1.0388	1.0331	6.174556	24.94244
110	14.00560	3.0920067	1.0358	1.0301	6.174932	24.94740
111	14.00272	3.0933144	1.0388	1.0331	6.174789	24.96090
112	14.00297	3.0949723	1.0389	1.0331	6.174200	24.97551
113	14.00479	3.0943582	1.0358	1.0301	6.174219	24.96887
114	14.00460	3.0930995	1.0389	1.0332	6.174666	24.95778
115	14.00341	3.0938609	1.0358	1.0301	6.174531	24.96533
116	14.00235	3.0954759	1.0419	1.0361	6.174095	24.98040
117	14.00060	3.0962313	1.0358	1.0301	6.174021	24.98826
118	13.99916	3.0955926	1.0327	1.0271	6.174388	24.98350
119	13.99729	3.0954145	1.0358	1.0301	6.174644	24.98313
120	13.99617	3.0962007	1.0358	1.0301	6.174494	24.99086
121	13.99679	3.0975950	1.0358	1.0301	6.173956	25.00288
122	13.99923	3.0974169	1.0328	1.0271	6.173762	24.99971
123	13.99985	3.0947083	1.0420	1.0363	6.174616	24.97518
124	13.99785	3.0945364	1.0389	1.0331	6.174883	24.97494
125	13.99648	3.0957953	1.0419	1.0362	6.174599	24.98704
126	13.99866	3.0975029	1.0328	1.0271	6.173792	25.00084
127	14.00472	3.0976809	1.0359	1.0302	6.173099	24.99851
128	14.00685	3.0954881	1.0297	1.0241	6.173620	24.97760
129	14.00479	3.0958259	1.0389	1.0331	6.173721	24.98194
130	14.00366	3.0969438	1.0358	1.0301	6.173460	24.99263
131	14.00454	3.0979390	1.0420	1.0362	6.173031	25.00092
132	14.00560	3.0977977	1.0389	1.0331	6.172968	24.99898
133	14.00422	3.0966797	1.0450	1.0393	6.173491	24.98991
134	14.00016	3.0969746	1.0359	1.0302	6.173814	24.99517
135	13.99841	3.0983568	1.0389	1.0332	6.173528	25.00861
136	14.00135	3.0992968	1.0419	1.0362	6.172903	25.01508
137	14.00185	3.0962313	1.0389	1.0332	6.173890	24.98745
138	13.99698	3.0953838	1.0389	1.0332	6.174687	24.98306
139	13.99386	3.0968272	1.0358	1.0301	6.174523	24.99794
140	14.00016	3.0990572	1.0389	1.0331	6.173108	25.01372
141	14.01784	3.0996837	1.0359	1.0302	6.171050	25.00784
142	14.02590	3.0989156	1.0390	1.0332	6.170469	24.99578
143	14.01940	3.0968208	1.0359	1.0302	6.171857	24.98134
144	14.01172	3.0981785	1.0298	1.0241	6.172199	24.99841
145	14.01309	3.1013307	1.0420	1.0363	6.170987	25.02559
146	14.02528	3.1008880	1.0359	1.0302	6.169866	25.01375
147	14.03090	3.1008880	1.0328	1.0272	6.169279	25.01011
148	14.02653	3.1030024	1.0359	1.0302	6.169019	25.03177
149	14.02372	3.1078477	1.0328	1.0272	6.167671	25.07675
150	14.02784	3.1096808	1.0329	1.0272	6.166620	25.09039
151	14.03097	3.1108620	1.0359	1.0302	6.165894	25.09888
