Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1059	7.26223	3.2333891	71.3013	6.874755	31.49352
1060	7.26830	3.2352375	71.5858	6.873148	31.50781
1061	7.27447	3.2366616	71.8705	6.871733	31.51742
1062	7.27991	3.2378985	72.1581	6.870495	31.52567
1063	7.28472	3.2387045	72.4306	6.869540	31.52985
1064	7.28854	3.2391981	72.7123	6.868853	31.53157
1065	7.29095	3.2395981	72.9971	6.868380	31.53356
1066	7.29278	3.2398793	73.2815	6.868032	31.53479
1067	7.29420	3.2401544	73.5662	6.867738	31.53634
1068	7.29509	3.2404044	73.8508	6.867518	31.53809
1069	7.29561	3.2406232	74.1322	6.867356	31.53985
1070	7.29613	3.2408983	74.4109	6.867167	31.54221
1071	7.29666	3.2413046	74.7227	6.866916	31.54597
1072	7.29734	3.2418609	75.0406	6.866575	31.55120
1073	7.29770	3.2424485	75.3159	6.866255	31.55708
1074	7.29775	3.2432863	75.5975	6.865853	31.56593
1075	7.29713	3.2446805	75.8882	6.865265	31.58141
1076	7.29346	3.2450808	76.1851	6.865516	31.58893
1077	7.28755	3.2450497	76.4544	6.866240	31.59387
1078	7.28096	3.2448373	76.7269	6.867133	31.59747
1079	7.27369	3.2443685	77.0055	6.868231	31.59892
1080	7.26364	3.2425433	77.2717	6.870310	31.58827
1081	7.24075	3.2392001	77.5563	6.874655	31.57295
1082	7.21185	3.2389506	77.8412	6.878232	31.59651
1083	7.18825	3.2379013	78.1346	6.881565	31.60661
1084	7.17150	3.2398510	78.4282	6.882633	31.64289
1085	7.16279	3.2427011	78.7250	6.882304	31.68159
1086	7.15283	3.2437515	79.0186	6.882994	31.70196
1087	7.13708	3.2441268	79.3092	6.884700	31.72035
1088	7.12196	3.2442459	79.6001	6.886456	31.73540
1089	7.10993	3.2441273	79.8878	6.887959	31.74505
1090	7.09894	3.2439399	80.1694	6.889370	31.75300
1091	7.08795	3.2437213	80.4356	6.890797	31.76062
1092	7.07650	3.2438466	80.7052	6.892113	31.77240
1093	7.06473	3.2446533	80.9778	6.893135	31.79187
1094	7.05365	3.2451787	81.2561	6.894213	31.80766
1095	7.04413	3.2460168	81.5380	6.894951	31.82542
1096	7.03560	3.2464797	81.8253	6.895753	31.83819
1097	7.02780	3.2461422	82.1280	6.896858	31.84159
1098	7.01875	3.2457672	82.4309	6.898130	31.84573
1099	7.00935	3.2457674	82.7335	6.899264	31.85428
1100	7.00114	3.2461428	83.0333	6.900071	31.86582
1101	6.99386	3.2468246	83.3147	6.900617	31.87983
1102	6.98675	3.2473188	83.5873	6.901235	31.89167
1103	6.97657	3.2467937	83.8570	6.902717	31.89525
1104	6.96374	3.2461748	84.1323	6.904562	31.90027
